@relation kd100-weka.filters.unsupervised.attribute.NumericCleaner-min1.0-min-defaultNaN-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-Rfirst-last-decimals-1

@attribute Geschlecht {w,m}
@attribute Alter {>60,18-30,31-40,41-50,51-60}
@attribute Kinder {nein,ja}
@attribute Familienstand {ledig,Partnerschaft}
@attribute Berufstaetig {nein,ja}
@attribute Einkaufstag {Montag,Donnerstag,Dienstag,Freitag,Samstag,Mittwoch}
@attribute Einkaufsuhrzeit {'<10 Uhr','12-14 Uhr','>17 Uhr','10-12 Uhr','14-17 Uhr'}
@attribute Wohnort {'< 10 km','> 25 km','10 - 25 km'}
@attribute Haushaltsnettoeinkommen {<1000,1000-<2000,3200-<4500,2000-<3200,>4500}
@attribute Einkaufssumme numeric
@attribute Fertiggerichte numeric
@attribute Tiefkuehlware numeric
@attribute Milchprodukte numeric
@attribute Backwaren numeric
@attribute Obst/Gemuese numeric
@attribute Spirituosen numeric
@attribute Tiernahrung numeric
@attribute Bier numeric
@attribute Frischfleisch numeric
@attribute Drogerieartikel numeric
@attribute Konserven numeric
@attribute Kaffee/Tee numeric
@attribute Suessigkeiten numeric
@attribute Wurstwaren numeric
@attribute Schreibwaren numeric

@data
w,18-30,nein,Partnerschaft,nein,Samstag,'12-14 Uhr','< 10 km',3200-<4500,121,24,?,?,?,?,?,?,24,?,10,?,?,?,63,?
w,41-50,ja,Partnerschaft,nein,Donnerstag,'12-14 Uhr','< 10 km',<1000,113,?,?,?,3,?,28,?,?,?,?,12,70,?,?,?
w,18-30,nein,ledig,ja,Donnerstag,'12-14 Uhr','< 10 km',3200-<4500,170,63,?,?,?,?,?,?,?,?,?,2,?,?,105,?
w,18-30,nein,ledig,ja,Montag,'14-17 Uhr','< 10 km',1000-<2000,72,?,?,?,?,?,?,?,?,?,?,?,72,?,?,?
m,>60,nein,ledig,nein,Donnerstag,'<10 Uhr','10 - 25 km',1000-<2000,56,3,?,?,2,?,?,?,?,?,6,30,3,?,?,12
m,18-30,nein,ledig,ja,Freitag,'10-12 Uhr','< 10 km',1000-<2000,309,?,?,?,?,?,40,12,10,244,?,?,?,?,?,3
m,41-50,nein,ledig,nein,Mittwoch,'12-14 Uhr','< 10 km',1000-<2000,147,6,?,?,48,?,?,?,?,42,?,?,?,48,?,3
w,41-50,ja,ledig,ja,Montag,'12-14 Uhr','10 - 25 km',>4500,6,?,6,?,?,?,?,?,?,?,?,?,?,?,?,?
w,18-30,ja,ledig,ja,Donnerstag,'12-14 Uhr','< 10 km',<1000,154,?,?,24,42,?,?,?,?,?,?,16,?,?,?,72
m,31-40,nein,ledig,ja,Dienstag,'12-14 Uhr','< 10 km',3200-<4500,80,9,?,?,?,36,35,?,?,?,?,?,?,?,?,?
m,18-30,nein,ledig,nein,Donnerstag,'14-17 Uhr','< 10 km',2000-<3200,365,1,?,6,?,?,101,?,243,11,?,?,?,?,?,3
w,>60,nein,ledig,nein,Samstag,'10-12 Uhr','10 - 25 km',<1000,55,?,9,?,19,?,7,8,?,?,?,?,12,?,?,?
w,51-60,nein,Partnerschaft,nein,Montag,'12-14 Uhr','< 10 km',1000-<2000,31,?,?,?,14,?,13,?,?,?,?,?,4,?,?,?
w,18-30,ja,Partnerschaft,ja,Donnerstag,'12-14 Uhr','10 - 25 km',2000-<3200,212,?,?,36,?,?,?,?,?,?,?,?,56,?,120,?
w,18-30,nein,ledig,ja,Samstag,'10-12 Uhr','< 10 km',1000-<2000,126,?,?,?,?,30,?,?,?,64,?,?,13,?,19,?
w,18-30,nein,Partnerschaft,nein,Dienstag,'>17 Uhr','10 - 25 km',1000-<2000,168,?,?,?,?,?,64,104,?,?,?,?,?,?,?,?
m,>60,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',1000-<2000,85,6,?,?,6,14,?,?,?,?,36,?,11,12,?,?
m,>60,nein,ledig,nein,Montag,'10-12 Uhr','< 10 km',<1000,319,10,35,?,69,?,?,135,?,?,?,?,61,6,?,3
m,18-30,ja,ledig,nein,Montag,'12-14 Uhr','< 10 km',<1000,205,6,?,8,?,?,19,?,113,21,?,?,?,?,30,8
m,18-30,ja,ledig,ja,Donnerstag,'>17 Uhr','10 - 25 km',2000-<3200,237,7,?,?,30,56,15,?,81,20,16,?,?,?,?,12
w,18-30,nein,ledig,ja,Donnerstag,'>17 Uhr','< 10 km',<1000,197,?,?,?,28,?,?,?,?,125,?,?,?,?,?,44
w,>60,nein,Partnerschaft,nein,Mittwoch,'10-12 Uhr','10 - 25 km',<1000,216,?,?,4,35,?,52,28,?,48,?,?,9,?,?,40
m,18-30,ja,ledig,ja,Montag,'10-12 Uhr','< 10 km',<1000,107,46,?,?,?,?,6,?,4,13,?,?,28,?,?,10
m,31-40,nein,ledig,ja,Montag,'<10 Uhr','< 10 km',<1000,117,3,?,?,30,?,?,?,?,?,80,?,?,?,?,4
m,18-30,ja,Partnerschaft,ja,Mittwoch,'12-14 Uhr','< 10 km',<1000,32,4,?,?,?,?,5,?,3,11,?,?,?,?,?,9
w,>60,nein,ledig,nein,Donnerstag,'<10 Uhr','10 - 25 km',1000-<2000,72,?,?,21,22,?,4,3,?,?,?,?,22,?,?,?
m,51-60,ja,ledig,nein,Dienstag,'12-14 Uhr','10 - 25 km',2000-<3200,54,13,?,?,?,?,?,5,?,?,?,12,12,?,?,12
m,31-40,ja,ledig,nein,Samstag,'12-14 Uhr','< 10 km',1000-<2000,42,7,?,?,?,?,?,?,?,34,?,?,?,?,?,1
m,18-30,nein,ledig,ja,Montag,'>17 Uhr','10 - 25 km',<1000,128,2,?,?,?,99,7,?,3,5,?,?,?,?,?,12
w,>60,nein,Partnerschaft,nein,Montag,'10-12 Uhr','10 - 25 km',1000-<2000,102,?,?,?,25,?,5,21,?,?,?,21,30,?,?,?
m,18-30,nein,ledig,ja,Donnerstag,'12-14 Uhr','< 10 km',<1000,170,54,?,?,64,?,5,?,9,21,?,8,?,?,?,9
w,51-60,ja,ledig,nein,Donnerstag,'12-14 Uhr','< 10 km',1000-<2000,72,?,?,?,21,?,14,25,?,?,?,?,12,?,?,?
m,>60,nein,Partnerschaft,nein,Donnerstag,'<10 Uhr','< 10 km',<1000,112,9,?,1,17,?,14,?,?,48,6,3,6,?,?,8
m,51-60,nein,ledig,nein,Mittwoch,'10-12 Uhr','10 - 25 km',1000-<2000,81,9,?,?,?,?,?,?,48,?,?,20,?,?,?,4
m,>60,nein,ledig,ja,Mittwoch,'<10 Uhr','10 - 25 km',3200-<4500,54,3,?,?,4,?,?,?,?,?,?,?,17,?,18,12
m,18-30,nein,ledig,nein,Donnerstag,'>17 Uhr','10 - 25 km',2000-<3200,63,7,?,?,?,?,20,?,15,11,?,?,?,?,?,10
m,>60,ja,ledig,ja,Mittwoch,'<10 Uhr','< 10 km',3200-<4500,314,12,?,?,10,?,?,77,?,?,?,2,158,35,10,10
w,18-30,ja,ledig,nein,Donnerstag,'14-17 Uhr','10 - 25 km',<1000,63,?,?,?,15,?,?,?,?,?,?,?,?,?,?,48
m,>60,nein,ledig,nein,Donnerstag,'<10 Uhr','< 10 km',3200-<4500,334,13,?,?,3,?,?,?,?,132,?,?,23,?,?,163
w,>60,nein,ledig,nein,Montag,'14-17 Uhr','< 10 km',2000-<3200,322,?,?,?,17,?,2,29,?,50,?,?,140,?,84,?
m,18-30,ja,ledig,nein,Donnerstag,'<10 Uhr','10 - 25 km',<1000,294,22,99,2,?,81,2,?,13,17,45,?,?,?,?,13
w,18-30,nein,ledig,nein,Donnerstag,'>17 Uhr','10 - 25 km',<1000,73,16,?,9,?,?,?,?,?,?,?,?,?,42,6,?
w,>60,nein,ledig,nein,Montag,'10-12 Uhr','< 10 km',1000-<2000,277,?,45,?,28,?,13,125,?,?,?,?,26,40,?,?
w,18-30,ja,ledig,ja,Samstag,'10-12 Uhr','10 - 25 km',2000-<3200,40,?,28,?,?,?,?,?,?,?,?,?,?,?,12,?
w,>60,ja,ledig,nein,Samstag,'14-17 Uhr','10 - 25 km',1000-<2000,122,10,?,?,10,?,10,65,?,?,?,?,27,?,?,?
w,31-40,nein,Partnerschaft,ja,Donnerstag,'12-14 Uhr','< 10 km',<1000,76,?,?,?,?,?,48,?,?,?,?,?,?,?,28,?
m,31-40,ja,ledig,nein,Donnerstag,'<10 Uhr','< 10 km',1000-<2000,32,?,?,?,?,?,?,?,?,?,?,?,?,?,21,11
m,18-30,ja,ledig,nein,Donnerstag,'10-12 Uhr','< 10 km',>4500,382,13,?,?,?,?,20,?,219,12,?,?,60,?,55,3
m,41-50,nein,Partnerschaft,ja,Samstag,'12-14 Uhr','< 10 km',1000-<2000,14,?,?,5,4,?,?,?,?,?,?,?,?,?,?,5
w,51-60,nein,Partnerschaft,ja,Mittwoch,'14-17 Uhr','< 10 km',1000-<2000,212,?,?,?,11,?,8,25,?,?,?,?,102,66,?,?
w,18-30,nein,ledig,ja,Samstag,'10-12 Uhr','< 10 km',1000-<2000,75,?,?,?,?,?,?,33,?,?,?,?,?,?,42,?
m,>60,nein,Partnerschaft,nein,Samstag,'10-12 Uhr','10 - 25 km',2000-<3200,26,7,?,?,?,?,?,?,?,?,?,?,9,?,?,10
m,18-30,nein,ledig,nein,Donnerstag,'10-12 Uhr','> 25 km',1000-<2000,443,12,?,?,?,?,12,?,127,79,?,?,136,?,68,9
m,>60,nein,ledig,ja,Donnerstag,'10-12 Uhr','< 10 km',2000-<3200,85,17,?,6,29,?,?,?,?,?,27,?,2,?,?,4
m,18-30,ja,Partnerschaft,nein,Mittwoch,'14-17 Uhr','> 25 km',1000-<2000,234,4,4,?,?,?,10,40,10,1,?,6,54,?,56,49
w,31-40,nein,ledig,nein,Donnerstag,'14-17 Uhr','10 - 25 km',2000-<3200,56,?,?,?,?,?,?,56,?,?,?,?,?,?,?,?
w,18-30,ja,ledig,ja,Donnerstag,'10-12 Uhr','10 - 25 km',1000-<2000,275,?,?,12,?,42,?,98,?,?,?,?,66,9,48,?
w,>60,nein,ledig,ja,Donnerstag,'<10 Uhr','10 - 25 km',1000-<2000,165,?,?,?,36,?,6,24,?,?,?,?,99,?,?,?
w,>60,nein,ledig,nein,Donnerstag,'10-12 Uhr','10 - 25 km',<1000,99,30,?,?,23,?,25,15,?,?,?,?,6,?,?,?
w,>60,ja,ledig,ja,Samstag,'10-12 Uhr','10 - 25 km',<1000,333,?,24,?,68,?,10,3,160,?,4,?,28,?,?,36
w,41-50,nein,ledig,nein,Mittwoch,'12-14 Uhr','> 25 km',3200-<4500,20,?,20,?,?,?,?,?,?,?,?,?,?,?,?,?
m,31-40,ja,ledig,ja,Donnerstag,'>17 Uhr','10 - 25 km',<1000,18,7,?,?,?,?,?,?,?,?,?,?,?,?,?,11
m,18-30,nein,ledig,nein,Donnerstag,'<10 Uhr','10 - 25 km',<1000,374,12,?,?,?,?,3,84,234,1,?,?,34,?,?,6
m,18-30,nein,ledig,ja,Donnerstag,'12-14 Uhr','< 10 km',1000-<2000,66,9,20,?,?,?,8,?,3,14,?,?,?,?,?,12
w,31-40,nein,ledig,nein,Samstag,'12-14 Uhr','< 10 km',<1000,188,?,?,32,?,?,?,?,66,?,?,?,90,?,?,?
m,18-30,ja,ledig,nein,Donnerstag,'<10 Uhr','10 - 25 km',<1000,117,4,?,3,?,?,18,?,68,14,?,?,?,?,?,10
m,51-60,nein,Partnerschaft,nein,Mittwoch,'12-14 Uhr','< 10 km',2000-<3200,121,12,28,?,?,?,?,?,?,?,?,?,?,?,80,1
w,41-50,nein,ledig,ja,Donnerstag,'14-17 Uhr','10 - 25 km',2000-<3200,499,?,?,16,?,?,?,108,240,54,?,18,63,?,?,?
w,41-50,nein,ledig,nein,Samstag,'14-17 Uhr','< 10 km',1000-<2000,122,?,10,?,?,?,7,?,?,?,30,?,1,20,54,?
m,31-40,nein,ledig,ja,Donnerstag,'14-17 Uhr','< 10 km',2000-<3200,133,4,14,?,?,?,?,?,?,?,?,?,88,?,?,27
w,51-60,nein,ledig,nein,Donnerstag,'14-17 Uhr','< 10 km',1000-<2000,399,?,15,?,16,?,248,7,60,?,?,28,11,14,?,?
m,18-30,nein,ledig,nein,Donnerstag,'>17 Uhr','< 10 km',3200-<4500,163,13,?,?,?,?,32,14,3,27,?,?,?,?,72,2
w,>60,nein,ledig,nein,Donnerstag,'<10 Uhr','> 25 km',2000-<3200,70,?,?,?,15,2,?,26,?,?,?,?,18,?,?,9
m,18-30,nein,ledig,ja,Donnerstag,'12-14 Uhr','> 25 km',1000-<2000,626,14,?,?,12,?,5,?,272,146,?,?,147,?,?,30
m,>60,nein,ledig,nein,Dienstag,'14-17 Uhr','< 10 km',2000-<3200,29,4,10,?,5,?,?,?,?,?,?,?,4,?,?,6
m,>60,nein,Partnerschaft,nein,Samstag,'10-12 Uhr','< 10 km',3200-<4500,93,7,?,?,1,?,56,?,?,?,?,?,16,?,?,13
w,41-50,nein,ledig,ja,Mittwoch,'14-17 Uhr','< 10 km',<1000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
w,18-30,nein,ledig,ja,Samstag,'>17 Uhr','10 - 25 km',1000-<2000,38,?,?,3,?,?,?,35,?,?,?,?,?,?,?,?
m,18-30,nein,ledig,nein,Montag,'12-14 Uhr','10 - 25 km',2000-<3200,60,10,?,?,8,?,5,?,14,19,1,?,?,?,?,3
w,>60,nein,Partnerschaft,nein,Samstag,'<10 Uhr','10 - 25 km',<1000,294,?,56,?,9,?,13,55,?,?,?,?,17,?,32,112
m,18-30,nein,Partnerschaft,nein,Donnerstag,'<10 Uhr','> 25 km',<1000,327,5,?,?,25,?,126,?,12,17,?,?,?,?,68,74
w,>60,nein,ledig,nein,Montag,'10-12 Uhr','< 10 km',<1000,352,?,?,?,33,?,104,25,?,?,?,?,19,33,126,12
w,18-30,nein,Partnerschaft,nein,Mittwoch,'>17 Uhr','< 10 km',>4500,30,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?
m,18-30,ja,Partnerschaft,nein,Montag,'12-14 Uhr','10 - 25 km',1000-<2000,62,4,?,?,?,?,22,?,3,13,?,18,?,?,?,2
w,18-30,nein,ledig,ja,Samstag,'<10 Uhr','10 - 25 km',2000-<3200,185,?,?,?,?,?,?,?,68,?,?,?,?,?,?,117
w,51-60,nein,ledig,ja,Mittwoch,'12-14 Uhr','> 25 km',2000-<3200,200,9,?,?,16,?,7,2,?,117,?,?,19,?,?,30
m,18-30,nein,ledig,nein,Donnerstag,'14-17 Uhr','< 10 km',1000-<2000,53,1,?,?,?,?,2,?,19,11,8,?,?,?,?,12
m,41-50,nein,Partnerschaft,ja,Donnerstag,'12-14 Uhr','> 25 km',1000-<2000,24,9,?,?,?,?,?,?,?,?,?,?,?,12,?,3
m,18-30,ja,ledig,ja,Donnerstag,'12-14 Uhr','< 10 km',1000-<2000,323,13,?,?,?,?,8,66,12,3,28,?,?,36,133,24
m,31-40,ja,ledig,nein,Montag,'14-17 Uhr','10 - 25 km',<1000,40,11,?,?,?,?,?,?,?,?,6,9,?,?,?,14
w,18-30,nein,ledig,nein,Dienstag,'<10 Uhr','< 10 km',1000-<2000,176,?,?,?,?,?,54,?,?,?,?,?,90,?,32,?
m,>60,nein,ledig,nein,Donnerstag,'10-12 Uhr','10 - 25 km',1000-<2000,117,41,?,?,3,?,?,?,?,36,?,24,4,?,?,9
m,18-30,nein,Partnerschaft,nein,Samstag,'12-14 Uhr','< 10 km',3200-<4500,180,50,?,?,?,?,5,?,4,11,?,8,99,?,?,3
w,41-50,ja,Partnerschaft,ja,Freitag,'14-17 Uhr','< 10 km',2000-<3200,96,?,?,?,?,?,?,?,?,96,?,?,?,?,?,?
w,51-60,nein,Partnerschaft,nein,Samstag,'12-14 Uhr','< 10 km',1000-<2000,17,?,?,?,7,?,1,1,?,?,?,?,8,?,?,?
m,41-50,nein,Partnerschaft,nein,Donnerstag,'12-14 Uhr','< 10 km',1000-<2000,13,11,?,?,?,?,?,?,?,?,?,?,?,?,?,2
m,18-30,ja,Partnerschaft,nein,Samstag,'12-14 Uhr','< 10 km',1000-<2000,69,14,?,?,?,?,12,?,11,18,?,?,?,?,?,14
w,18-30,nein,ledig,ja,Freitag,'14-17 Uhr','10 - 25 km',>4500,17,9,?,?,?,?,?,?,?,?,8,?,?,?,?,?
w,>60,ja,ledig,nein,Donnerstag,'10-12 Uhr','> 25 km',<1000,74,?,?,?,26,16,5,20,?,?,?,?,7,?,?,?
m,18-30,nein,Partnerschaft,nein,Donnerstag,'12-14 Uhr','< 10 km',1000-<2000,210,4,?,?,?,?,4,55,16,6,?,?,?,54,60,11
m,18-30,ja,ledig,ja,Mittwoch,'12-14 Uhr','< 10 km',1000-<2000,124,10,?,3,?,?,43,?,5,14,?,9,?,?,40,?
m,41-50,nein,Partnerschaft,nein,Donnerstag,'12-14 Uhr','< 10 km',2000-<3200,95,14,?,?,?,27,?,?,?,45,?,?,?,?,?,9
w,>60,nein,ledig,nein,Samstag,'>17 Uhr','< 10 km',1000-<2000,105,?,?,?,19,?,52,6,?,?,15,?,13,?,?,?
m,18-30,nein,ledig,nein,Donnerstag,'14-17 Uhr','< 10 km',1000-<2000,74,12,?,16,?,?,13,?,12,21,?,?,?,?,?,?
w,18-30,nein,ledig,nein,Donnerstag,'12-14 Uhr','10 - 25 km',<1000,38,?,?,?,14,?,?,?,?,?,?,24,?,?,?,?
w,>60,ja,Partnerschaft,ja,Freitag,'<10 Uhr','< 10 km',3200-<4500,38,?,?,?,20,?,?,2,?,?,?,?,16,?,?,?
m,>60,nein,ledig,nein,Mittwoch,'<10 Uhr','10 - 25 km',1000-<2000,78,8,?,?,2,?,?,?,56,?,?,?,12,?,?,?
m,31-40,nein,ledig,ja,Donnerstag,'12-14 Uhr','10 - 25 km',1000-<2000,126,14,?,?,?,?,?,?,?,?,?,?,?,108,?,4
m,41-50,nein,ledig,nein,Donnerstag,'12-14 Uhr','< 10 km',3200-<4500,41,1,?,7,?,24,?,?,?,?,?,?,?,?,?,9
w,18-30,nein,ledig,nein,Freitag,'12-14 Uhr','< 10 km',1000-<2000,129,15,?,?,?,?,?,72,?,?,42,?,?,?,?,?
w,>60,nein,Partnerschaft,nein,Freitag,'10-12 Uhr','> 25 km',1000-<2000,288,42,?,15,45,40,9,22,54,?,?,24,21,?,?,16
w,>60,ja,ledig,nein,Donnerstag,'<10 Uhr','< 10 km',<1000,110,?,?,?,15,?,9,7,?,?,?,?,37,?,42,?
m,51-60,nein,ledig,nein,Samstag,'12-14 Uhr','10 - 25 km',3200-<4500,216,5,?,?,?,?,?,?,?,80,?,?,?,68,60,3
w,18-30,nein,ledig,nein,Donnerstag,'12-14 Uhr','< 10 km',<1000,127,?,?,?,?,6,?,48,?,?,24,?,?,?,39,10
w,51-60,nein,ledig,ja,Mittwoch,'12-14 Uhr','< 10 km',1000-<2000,72,?,15,?,19,?,13,23,?,?,?,?,2,?,?,?
w,18-30,ja,ledig,ja,Samstag,'12-14 Uhr','< 10 km',>4500,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
w,18-30,ja,ledig,nein,Donnerstag,'10-12 Uhr','< 10 km',1000-<2000,120,?,?,?,?,?,?,?,?,?,?,?,120,?,?,?
w,>60,nein,ledig,nein,Donnerstag,'<10 Uhr','< 10 km',<1000,68,?,?,?,13,?,13,20,?,10,?,?,12,?,?,?
m,18-30,ja,ledig,nein,Donnerstag,'>17 Uhr','< 10 km',>4500,218,13,?,?,?,35,8,40,17,6,?,?,?,88,?,11
m,18-30,ja,Partnerschaft,ja,Donnerstag,'12-14 Uhr','10 - 25 km',<1000,62,12,?,?,?,?,3,?,4,3,?,?,34,?,?,6
m,>60,nein,ledig,ja,Samstag,'10-12 Uhr','10 - 25 km',2000-<3200,108,1,?,7,2,14,?,?,?,?,?,?,8,64,?,12
m,>60,nein,ledig,nein,Montag,'<10 Uhr','< 10 km',3200-<4500,79,7,36,?,8,?,?,?,?,?,?,?,13,?,12,3
w,41-50,ja,ledig,nein,Donnerstag,'12-14 Uhr','< 10 km',<1000,39,15,?,?,?,?,?,?,?,?,?,?,24,?,?,?
w,>60,nein,ledig,nein,Donnerstag,'10-12 Uhr','< 10 km',1000-<2000,113,?,?,?,25,?,13,7,?,?,?,?,36,?,32,?
w,18-30,nein,ledig,nein,Donnerstag,'14-17 Uhr','< 10 km',3200-<4500,43,32,?,?,?,?,?,?,?,?,?,?,11,?,?,?
w,>60,nein,ledig,nein,Mittwoch,'10-12 Uhr','10 - 25 km',1000-<2000,193,8,?,?,60,?,3,10,?,?,?,?,22,72,?,18
m,41-50,nein,Partnerschaft,nein,Donnerstag,'12-14 Uhr','< 10 km',1000-<2000,40,13,?,?,?,?,?,?,?,?,?,?,16,?,?,11
w,18-30,ja,ledig,ja,Samstag,'12-14 Uhr','< 10 km',<1000,147,?,?,?,?,35,14,?,?,?,?,?,?,?,?,98
m,>60,ja,ledig,ja,Freitag,'12-14 Uhr','< 10 km',1000-<2000,73,3,?,?,3,1,45,?,13,?,?,?,3,?,?,5
m,18-30,nein,ledig,ja,Donnerstag,'12-14 Uhr','< 10 km',1000-<2000,210,43,?,?,?,?,5,?,?,116,?,20,?,?,?,26
m,41-50,nein,Partnerschaft,nein,Freitag,'>17 Uhr','< 10 km',1000-<2000,193,4,?,6,12,?,?,?,?,144,?,?,27,?,?,?
w,41-50,nein,ledig,ja,Montag,'14-17 Uhr','< 10 km',1000-<2000,298,10,?,?,?,28,26,?,234,?,?,?,?,?,?,?
m,18-30,nein,ledig,nein,Donnerstag,'>17 Uhr','< 10 km',>4500,91,8,24,?,?,?,15,?,17,16,?,?,?,?,4,7
w,41-50,ja,ledig,ja,Donnerstag,'>17 Uhr','10 - 25 km',<1000,72,?,42,?,?,?,?,?,?,?,30,?,?,?,?,?
w,>60,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',2000-<3200,158,?,?,?,26,?,10,2,?,?,36,?,70,?,14,?
w,18-30,nein,Partnerschaft,ja,Samstag,'12-14 Uhr','< 10 km',3200-<4500,73,?,?,?,?,?,?,?,?,?,27,?,6,?,?,40
w,51-60,nein,ledig,nein,Samstag,'12-14 Uhr','< 10 km',1000-<2000,548,28,?,?,7,?,14,100,216,39,?,3,3,?,21,117
m,>60,nein,Partnerschaft,nein,Donnerstag,'<10 Uhr','10 - 25 km',1000-<2000,134,?,?,3,7,?,?,?,?,108,?,?,16,?,?,?
w,>60,nein,ledig,nein,Freitag,'14-17 Uhr','< 10 km',<1000,94,?,?,?,22,?,36,2,?,?,?,?,34,?,?,?
w,18-30,nein,Partnerschaft,nein,Mittwoch,'14-17 Uhr','< 10 km',<1000,65,?,2,?,?,?,?,?,?,?,?,9,?,?,54,?
w,>60,nein,Partnerschaft,ja,Donnerstag,'10-12 Uhr','< 10 km',3200-<4500,116,30,?,?,10,?,4,12,?,?,?,21,28,?,?,11
w,>60,nein,ledig,nein,Montag,'14-17 Uhr','10 - 25 km',1000-<2000,154,?,?,?,20,?,2,7,13,78,?,?,34,?,?,?
w,>60,nein,ledig,nein,Donnerstag,'<10 Uhr','10 - 25 km',3200-<4500,326,?,?,?,8,?,34,20,?,?,?,?,5,?,133,126
w,18-30,ja,ledig,nein,Samstag,'10-12 Uhr','10 - 25 km',1000-<2000,184,?,?,2,?,64,?,14,104,?,?,?,?,?,?,?
w,18-30,ja,ledig,ja,Dienstag,'<10 Uhr','< 10 km',<1000,224,?,?,?,?,?,?,?,224,?,?,?,?,?,?,?
w,>60,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',3200-<4500,264,?,54,?,14,5,89,14,?,60,?,?,28,?,?,?
m,41-50,nein,Partnerschaft,nein,Freitag,'10-12 Uhr','10 - 25 km',1000-<2000,168,34,?,?,?,48,?,42,?,?,?,?,42,?,?,2
w,18-30,nein,Partnerschaft,nein,Montag,'12-14 Uhr','10 - 25 km',>4500,147,?,?,?,?,?,?,?,?,?,45,?,102,?,?,?
m,18-30,ja,ledig,nein,Mittwoch,'12-14 Uhr','< 10 km',<1000,93,12,?,?,?,?,4,?,20,11,25,18,?,?,?,3
w,18-30,nein,ledig,ja,Mittwoch,'12-14 Uhr','< 10 km',1000-<2000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
m,18-30,nein,ledig,ja,Samstag,'>17 Uhr','< 10 km',1000-<2000,78,12,?,?,30,?,15,?,11,2,?,?,?,?,?,8
w,18-30,nein,ledig,nein,Donnerstag,'12-14 Uhr','< 10 km',<1000,248,?,?,?,?,?,?,?,?,?,?,?,112,136,?,?
w,41-50,nein,ledig,nein,Donnerstag,'>17 Uhr','< 10 km',3200-<4500,186,?,?,?,?,?,?,?,?,?,?,?,?,?,176,10
w,51-60,nein,Partnerschaft,ja,Samstag,'<10 Uhr','10 - 25 km',<1000,31,?,?,?,13,?,6,4,?,?,8,?,?,?,?,?
m,51-60,nein,ledig,ja,Donnerstag,'<10 Uhr','< 10 km',<1000,76,8,?,?,1,?,?,63,?,?,?,?,?,?,?,4
w,>60,ja,ledig,nein,Freitag,'10-12 Uhr','< 10 km',<1000,103,?,?,?,15,?,5,25,?,38,?,?,8,?,?,12
m,41-50,ja,ledig,nein,Mittwoch,'12-14 Uhr','> 25 km',2000-<3200,362,10,32,?,35,18,?,?,?,138,?,?,128,?,?,1
m,18-30,nein,ledig,nein,Freitag,'10-12 Uhr','> 25 km',1000-<2000,150,35,63,?,?,?,4,?,2,?,?,?,?,40,?,6
w,41-50,nein,ledig,nein,Samstag,'12-14 Uhr','< 10 km',2000-<3200,102,12,?,?,?,?,?,?,?,?,?,?,90,?,?,?
m,18-30,nein,ledig,nein,Montag,'10-12 Uhr','10 - 25 km',3200-<4500,238,?,?,?,4,24,198,?,?,2,6,?,?,?,?,4
m,18-30,nein,ledig,ja,Donnerstag,'12-14 Uhr','> 25 km',<1000,293,10,?,?,?,?,4,?,11,12,?,?,40,?,153,63
w,>60,nein,Partnerschaft,nein,Samstag,'10-12 Uhr','< 10 km',3200-<4500,100,?,40,?,27,5,4,20,?,?,?,?,4,?,?,?
w,>60,nein,ledig,nein,Donnerstag,'10-12 Uhr','< 10 km',<1000,133,?,60,?,27,?,3,2,?,?,32,?,9,?,?,?
m,41-50,nein,Partnerschaft,nein,Dienstag,'12-14 Uhr','10 - 25 km',<1000,76,50,?,24,?,?,?,?,?,?,?,?,?,?,?,2
m,18-30,ja,ledig,nein,Montag,'12-14 Uhr','< 10 km',>4500,59,2,35,?,?,?,8,?,?,9,?,?,?,?,?,5
w,>60,nein,Partnerschaft,nein,Donnerstag,'<10 Uhr','10 - 25 km',3200-<4500,154,?,?,?,33,?,1,89,?,8,?,?,18,?,5,?
w,18-30,ja,ledig,nein,Samstag,'14-17 Uhr','< 10 km',3200-<4500,448,12,35,?,?,14,?,5,324,?,54,?,?,4,?,?
m,18-30,ja,ledig,nein,Freitag,'12-14 Uhr','10 - 25 km',3200-<4500,142,16,?,?,?,?,38,4,3,17,?,?,60,?,?,4
m,51-60,nein,ledig,nein,Donnerstag,'12-14 Uhr','> 25 km',<1000,141,5,42,21,?,72,?,?,?,?,?,?,?,?,?,1
m,18-30,ja,ledig,nein,Dienstag,'12-14 Uhr','< 10 km',<1000,120,37,?,?,?,?,10,?,19,2,?,9,4,32,?,7
w,>60,nein,Partnerschaft,nein,Samstag,'10-12 Uhr','< 10 km',1000-<2000,68,?,?,?,25,?,1,15,?,?,?,?,27,?,?,?
m,>60,nein,ledig,ja,Donnerstag,'<10 Uhr','> 25 km',>4500,145,3,?,9,7,?,?,?,?,70,14,?,12,16,?,14
w,41-50,nein,Partnerschaft,ja,Samstag,'<10 Uhr','< 10 km',>4500,78,?,?,?,?,?,?,54,?,12,12,?,?,?,?,?
