Geschlecht,Alter,Kinder,Familienstand,Berufstaetig,Einkaufstag,Einkaufsuhrzeit,Wohnort,Haushaltsnettoeinkommen,Einkaufssumme,Fertiggerichte,Tiefkuehlware,Milchprodukte,Backwaren,Obst/Gemuese,Spirituosen,Tiernahrung,Bier,Frischfleisch,Drogerieartikel,Konserven,Kaffee/Tee,Suessigkeiten,Wurstwaren,Schreibwaren
m,>60,ja,Partnerschaft,nein,Samstag,10-12 Uhr,> 25 km,1000-<2000,65,9,0,0,7,0,0,0,0,0,35,0,0,0,0,14
w,>60,nein,Partnerschaft,nein,Donnerstag,<10 Uhr,10 - 25 km,1000-<2000,332,0,0,0,40,0,14,50,0,64,0,0,119,6,39,0
w,18-30,nein,ledig,ja,Mittwoch,<10 Uhr,< 10 km,1000-<2000,225,0,0,0,0,0,64,0,55,0,0,0,64,42,0,0
m,18-30,nein,ledig,nein,Dienstag,12-14 Uhr,10 - 25 km,2000-<3200,141,8,0,0,0,0,15,0,19,76,0,10,0,0,0,13
m,31-40,nein,ledig,ja,Donnerstag,>17 Uhr,< 10 km,<1000,64,7,0,24,3,0,0,0,0,0,0,0,0,30,0,0
w,>60,nein,ledig,nein,Donnerstag,<10 Uhr,10 - 25 km,<1000,216,27,0,0,4,18,91,12,0,0,14,0,29,21,0,0
w,18-30,nein,ledig,nein,Donnerstag,12-14 Uhr,10 - 25 km,1000-<2000,53,8,0,0,0,0,0,0,0,0,0,0,0,45,0,0
w,18-30,nein,ledig,ja,Mittwoch,12-14 Uhr,> 25 km,>4500,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
m,31-40,ja,ledig,nein,Montag,14-17 Uhr,< 10 km,>4500,80,2,0,0,0,0,0,0,0,0,0,0,0,0,64,14
w,>60,ja,ledig,nein,Freitag,10-12 Uhr,10 - 25 km,<1000,219,0,0,0,16,0,11,10,44,2,0,0,19,0,0,117
w,18-30,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,185,35,0,0,0,0,0,0,0,114,0,0,0,0,0,36
m,18-30,nein,ledig,nein,Donnerstag,<10 Uhr,10 - 25 km,2000-<3200,111,9,0,0,0,0,8,0,70,16,0,0,0,0,4,4
w,18-30,ja,Partnerschaft,ja,Samstag,12-14 Uhr,10 - 25 km,1000-<2000,80,0,0,0,0,0,0,0,0,38,42,0,0,0,0,0
w,18-30,ja,ledig,ja,Montag,10-12 Uhr,10 - 25 km,<1000,254,0,0,0,0,0,0,0,26,48,12,0,51,0,0,117
w,31-40,ja,Partnerschaft,ja,Donnerstag,14-17 Uhr,< 10 km,>4500,46,0,0,0,16,30,0,0,0,0,0,0,0,0,0,0
m,>60,nein,ledig,nein,Donnerstag,14-17 Uhr,10 - 25 km,2000-<3200,126,19,0,0,70,0,0,0,0,0,15,0,19,0,0,3
w,31-40,ja,ledig,ja,Mittwoch,12-14 Uhr,< 10 km,<1000,63,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0
w,41-50,nein,ledig,nein,Donnerstag,12-14 Uhr,< 10 km,1000-<2000,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
w,41-50,nein,ledig,nein,Freitag,12-14 Uhr,< 10 km,3200-<4500,143,0,0,8,0,0,0,135,0,0,0,0,0,0,0,0
w,>60,ja,Partnerschaft,nein,Freitag,>17 Uhr,> 25 km,2000-<3200,55,0,0,0,26,0,13,1,0,0,0,0,15,0,0,0
w,18-30,nein,ledig,ja,Freitag,>17 Uhr,10 - 25 km,<1000,108,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0
w,18-30,nein,ledig,ja,Samstag,12-14 Uhr,< 10 km,1000-<2000,445,27,0,0,0,0,48,0,126,145,45,0,0,0,0,54
m,18-30,nein,ledig,nein,Mittwoch,10-12 Uhr,< 10 km,1000-<2000,133,8,0,0,0,0,16,0,14,89,0,0,0,0,0,6
w,31-40,nein,ledig,nein,Freitag,14-17 Uhr,> 25 km,<1000,313,0,0,0,0,0,33,0,0,0,0,0,0,44,60,176
w,18-30,nein,ledig,nein,Montag,>17 Uhr,< 10 km,1000-<2000,35,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
w,>60,nein,ledig,nein,Freitag,<10 Uhr,< 10 km,1000-<2000,381,20,0,0,14,0,81,121,0,24,0,24,20,0,77,0
w,>60,nein,ledig,nein,Donnerstag,10-12 Uhr,< 10 km,1000-<2000,70,0,0,0,22,0,4,12,0,0,0,12,20,0,0,0
w,>60,nein,ledig,nein,Donnerstag,14-17 Uhr,10 - 25 km,1000-<2000,92,48,0,0,16,0,5,5,0,0,0,0,18,0,0,0
w,>60,nein,ledig,nein,Dienstag,<10 Uhr,< 10 km,3200-<4500,120,21,0,0,18,0,14,7,0,0,0,0,24,0,36,0
w,41-50,ja,ledig,nein,Freitag,12-14 Uhr,10 - 25 km,1000-<2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,>60,ja,Partnerschaft,nein,Montag,10-12 Uhr,< 10 km,2000-<3200,205,42,0,0,13,0,0,0,64,66,0,0,11,0,0,9
w,18-30,ja,Partnerschaft,nein,Freitag,>17 Uhr,10 - 25 km,2000-<3200,143,36,0,0,0,0,0,0,0,63,0,0,0,28,0,16
w,41-50,ja,ledig,nein,Freitag,14-17 Uhr,10 - 25 km,3200-<4500,243,0,0,0,0,60,108,0,0,0,0,0,0,75,0,0
m,51-60,ja,ledig,nein,Samstag,<10 Uhr,< 10 km,<1000,111,3,0,0,42,0,0,0,52,0,14,0,0,0,0,0
w,>60,nein,Partnerschaft,nein,Samstag,<10 Uhr,< 10 km,3200-<4500,414,0,0,0,25,0,13,26,234,0,0,0,116,0,0,0
m,31-40,nein,ledig,ja,Donnerstag,14-17 Uhr,10 - 25 km,<1000,75,9,0,0,0,0,0,0,0,0,0,0,0,0,0,66
w,31-40,nein,Partnerschaft,nein,Samstag,14-17 Uhr,< 10 km,>4500,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
w,18-30,ja,ledig,nein,Donnerstag,10-12 Uhr,< 10 km,<1000,94,0,0,0,0,0,0,0,0,21,28,0,0,0,0,45
m,18-30,nein,ledig,nein,Dienstag,12-14 Uhr,10 - 25 km,3200-<4500,224,22,0,9,0,0,17,0,19,14,0,0,0,0,0,143
m,51-60,nein,ledig,nein,Donnerstag,12-14 Uhr,< 10 km,3200-<4500,52,9,0,0,0,0,0,0,0,0,0,0,0,36,0,7
m,18-30,nein,Partnerschaft,nein,Donnerstag,>17 Uhr,< 10 km,3200-<4500,138,7,0,0,35,0,15,0,12,21,28,0,0,11,0,9
w,18-30,nein,ledig,ja,Freitag,12-14 Uhr,< 10 km,3200-<4500,311,0,0,0,0,66,4,40,0,189,12,0,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Montag,>17 Uhr,10 - 25 km,>4500,65,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
w,18-30,ja,ledig,ja,Freitag,>17 Uhr,< 10 km,1000-<2000,104,0,98,0,6,0,0,0,0,0,0,0,0,0,0,0
w,41-50,ja,ledig,ja,Samstag,14-17 Uhr,10 - 25 km,3200-<4500,423,0,27,0,0,0,0,0,396,0,0,0,0,0,0,0
w,18-30,nein,Partnerschaft,nein,Samstag,>17 Uhr,10 - 25 km,3200-<4500,37,0,0,27,0,10,0,0,0,0,0,0,0,0,0,0
w,>60,nein,Partnerschaft,nein,Samstag,<10 Uhr,> 25 km,1000-<2000,131,0,0,0,8,0,0,12,0,0,18,0,48,0,45,0
m,18-30,nein,ledig,nein,Mittwoch,14-17 Uhr,10 - 25 km,<1000,251,29,0,7,0,0,5,0,3,3,0,0,168,0,12,24
m,51-60,nein,ledig,nein,Donnerstag,14-17 Uhr,< 10 km,1000-<2000,102,3,0,0,0,0,0,88,0,0,0,0,0,0,0,11
m,31-40,ja,ledig,nein,Donnerstag,12-14 Uhr,> 25 km,<1000,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
m,>60,ja,ledig,nein,Samstag,14-17 Uhr,< 10 km,<1000,73,11,0,0,11,0,40,0,0,0,0,0,6,0,0,5
m,18-30,nein,Partnerschaft,nein,Donnerstag,12-14 Uhr,< 10 km,1000-<2000,228,5,0,0,0,0,19,72,4,80,6,36,0,0,0,6
w,41-50,nein,ledig,nein,Montag,<10 Uhr,< 10 km,3200-<4500,70,40,10,0,8,6,0,0,0,0,0,0,6,0,0,0
m,18-30,nein,ledig,nein,Mittwoch,12-14 Uhr,< 10 km,3200-<4500,177,13,0,0,35,0,26,0,2,14,0,0,0,0,0,87
w,41-50,ja,ledig,nein,Mittwoch,12-14 Uhr,< 10 km,<1000,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
w,41-50,ja,ledig,ja,Donnerstag,14-17 Uhr,< 10 km,>4500,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
m,18-30,nein,ledig,nein,Donnerstag,12-14 Uhr,< 10 km,1000-<2000,128,5,56,18,0,0,18,0,10,7,0,0,0,0,0,14
m,18-30,nein,Partnerschaft,ja,Donnerstag,12-14 Uhr,< 10 km,2000-<3200,314,4,0,0,0,0,17,13,10,122,0,6,15,0,0,127
w,41-50,nein,ledig,nein,Montag,10-12 Uhr,10 - 25 km,1000-<2000,118,0,0,0,35,0,0,77,0,0,6,0,0,0,0,0
w,18-30,ja,ledig,nein,Freitag,12-14 Uhr,< 10 km,3200-<4500,194,0,0,14,72,0,0,0,0,0,0,0,0,0,108,0
m,51-60,ja,ledig,nein,Mittwoch,14-17 Uhr,< 10 km,1000-<2000,63,11,0,0,0,0,39,0,0,0,0,0,0,0,0,13
w,18-30,nein,ledig,nein,Donnerstag,10-12 Uhr,< 10 km,<1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,18-30,nein,ledig,nein,Montag,<10 Uhr,< 10 km,1000-<2000,400,8,16,8,0,0,13,69,61,7,54,45,0,117,0,2
w,41-50,nein,ledig,ja,Mittwoch,<10 Uhr,< 10 km,<1000,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
w,>60,nein,ledig,nein,Samstag,<10 Uhr,< 10 km,2000-<3200,369,0,0,0,47,0,14,26,0,272,0,0,10,0,0,0
w,41-50,ja,ledig,nein,Freitag,10-12 Uhr,< 10 km,1000-<2000,32,0,0,24,0,0,0,0,0,0,0,8,0,0,0,0
m,18-30,ja,ledig,nein,Donnerstag,>17 Uhr,< 10 km,3200-<4500,177,7,0,0,0,0,99,0,46,10,0,12,0,0,0,3
w,31-40,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,>4500,104,0,0,0,0,30,0,0,0,0,10,0,0,64,0,0
w,18-30,nein,ledig,ja,Mittwoch,14-17 Uhr,10 - 25 km,1000-<2000,188,0,0,0,32,0,0,0,0,108,0,0,48,0,0,0
w,18-30,ja,ledig,nein,Samstag,10-12 Uhr,< 10 km,1000-<2000,110,0,0,0,0,0,0,0,0,44,36,0,0,0,0,30
w,31-40,nein,Partnerschaft,nein,Donnerstag,10-12 Uhr,> 25 km,3200-<4500,43,0,0,0,2,0,0,8,0,21,0,12,0,0,0,0
m,18-30,nein,ledig,nein,Mittwoch,12-14 Uhr,10 - 25 km,2000-<3200,145,12,0,0,0,0,3,0,104,18,0,0,0,0,0,8
w,>60,ja,ledig,nein,Montag,10-12 Uhr,< 10 km,<1000,265,0,0,0,35,0,9,25,0,126,0,0,26,44,0,0
w,31-40,nein,ledig,nein,Freitag,14-17 Uhr,< 10 km,2000-<3200,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w,18-30,ja,Partnerschaft,nein,Samstag,14-17 Uhr,10 - 25 km,1000-<2000,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
m,>60,nein,ledig,nein,Mittwoch,10-12 Uhr,< 10 km,1000-<2000,194,8,0,0,3,0,54,0,0,0,0,0,4,0,52,73
m,18-30,nein,ledig,nein,Donnerstag,>17 Uhr,< 10 km,<1000,43,10,0,0,0,0,11,0,11,8,0,0,0,0,0,3
w,41-50,nein,ledig,ja,Freitag,10-12 Uhr,10 - 25 km,1000-<2000,325,0,0,0,25,0,0,0,270,0,0,0,0,30,0,0
w,>60,ja,ledig,nein,Donnerstag,<10 Uhr,< 10 km,<1000,193,9,0,0,25,0,12,70,0,0,0,0,35,42,0,0
w,18-30,nein,ledig,ja,Freitag,12-14 Uhr,< 10 km,1000-<2000,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
w,31-40,ja,ledig,nein,Donnerstag,12-14 Uhr,10 - 25 km,1000-<2000,8,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0
w,41-50,ja,ledig,nein,Donnerstag,12-14 Uhr,< 10 km,1000-<2000,68,0,0,0,32,0,0,0,0,0,0,36,0,0,0,0
w,>60,ja,ledig,nein,Mittwoch,<10 Uhr,10 - 25 km,>4500,227,16,0,0,32,0,75,9,0,0,0,0,25,0,70,0
w,>60,nein,Partnerschaft,nein,Samstag,<10 Uhr,< 10 km,<1000,179,18,0,0,20,42,0,5,0,84,0,0,10,0,0,0
m,51-60,nein,Partnerschaft,nein,Donnerstag,10-12 Uhr,< 10 km,3200-<4500,109,18,0,0,0,0,0,24,0,0,9,6,0,0,50,2
w,>60,ja,Partnerschaft,nein,Mittwoch,>17 Uhr,10 - 25 km,<1000,222,12,0,0,29,0,59,5,0,0,2,0,115,0,0,0
w,18-30,nein,ledig,nein,Samstag,12-14 Uhr,< 10 km,<1000,89,0,0,21,0,0,0,0,0,0,0,0,16,52,0,0
m,18-30,nein,ledig,nein,Donnerstag,14-17 Uhr,< 10 km,2000-<3200,462,16,25,0,0,0,68,0,180,1,0,45,120,0,0,7
w,>60,nein,ledig,nein,Dienstag,10-12 Uhr,10 - 25 km,1000-<2000,450,0,0,0,24,0,4,24,0,266,12,0,21,36,0,63
w,18-30,nein,ledig,nein,Freitag,14-17 Uhr,> 25 km,1000-<2000,72,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0
m,41-50,ja,ledig,nein,Donnerstag,<10 Uhr,> 25 km,2000-<3200,318,27,6,12,36,0,0,0,174,0,0,0,0,0,49,14
w,41-50,ja,Partnerschaft,nein,Freitag,14-17 Uhr,10 - 25 km,>4500,54,0,0,0,0,0,45,0,0,0,0,9,0,0,0,0
w,18-30,nein,ledig,ja,Dienstag,12-14 Uhr,< 10 km,2000-<3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,>60,nein,Partnerschaft,nein,Donnerstag,<10 Uhr,< 10 km,2000-<3200,344,3,0,0,7,0,0,108,0,132,0,0,6,0,0,88
m,41-50,nein,Partnerschaft,nein,Samstag,14-17 Uhr,< 10 km,>4500,198,13,0,2,0,18,0,0,0,0,8,0,0,16,72,69
w,>60,ja,ledig,nein,Mittwoch,>17 Uhr,< 10 km,1000-<2000,146,0,0,0,99,0,4,10,0,0,0,0,33,0,0,0
m,18-30,nein,Partnerschaft,nein,Montag,10-12 Uhr,< 10 km,1000-<2000,313,5,56,0,0,63,18,0,11,148,0,0,0,0,0,12
w,18-30,ja,ledig,nein,Montag,12-14 Uhr,10 - 25 km,1000-<2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,41-50,nein,ledig,nein,Mittwoch,12-14 Uhr,< 10 km,<1000,106,6,0,0,18,0,0,0,0,0,0,0,0,72,0,10
w,18-30,nein,ledig,nein,Freitag,12-14 Uhr,10 - 25 km,<1000,72,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0
w,31-40,ja,ledig,nein,Donnerstag,12-14 Uhr,< 10 km,2000-<3200,180,12,0,0,0,0,0,0,126,0,0,0,42,0,0,0
w,18-30,nein,Partnerschaft,nein,Dienstag,>17 Uhr,10 - 25 km,1000-<2000,27,0,0,2,0,25,0,0,0,0,0,0,0,0,0,0
w,>60,ja,ledig,nein,Donnerstag,<10 Uhr,< 10 km,1000-<2000,78,24,0,0,15,0,1,14,0,0,0,0,18,0,6,0
m,18-30,ja,ledig,nein,Donnerstag,>17 Uhr,> 25 km,1000-<2000,60,0,0,0,0,0,7,0,1,0,0,0,0,0,36,16
w,>60,ja,ledig,nein,Dienstag,<10 Uhr,> 25 km,3200-<4500,80,7,30,0,10,0,3,6,0,0,0,0,24,0,0,0
m,>60,ja,ledig,nein,Mittwoch,<10 Uhr,10 - 25 km,<1000,437,11,0,0,23,0,0,0,196,0,0,0,164,30,0,13
w,>60,nein,ledig,nein,Samstag,<10 Uhr,10 - 25 km,1000-<2000,56,0,0,0,22,0,6,3,0,0,8,0,17,0,0,0
w,18-30,nein,ledig,nein,Samstag,10-12 Uhr,< 10 km,>4500,88,0,0,0,12,2,0,0,0,44,0,0,30,0,0,0
m,18-30,nein,ledig,nein,Montag,>17 Uhr,10 - 25 km,1000-<2000,95,18,0,0,30,0,21,0,9,12,0,0,0,0,0,5
w,18-30,ja,Partnerschaft,nein,Dienstag,12-14 Uhr,10 - 25 km,>4500,225,0,0,0,0,0,90,0,0,135,0,0,0,0,0,0
w,41-50,nein,ledig,nein,Mittwoch,14-17 Uhr,< 10 km,1000-<2000,52,0,0,0,20,0,0,32,0,0,0,0,0,0,0,0
w,18-30,nein,ledig,ja,Montag,10-12 Uhr,> 25 km,2000-<3200,81,0,0,0,0,0,0,0,0,0,18,0,0,63,0,0
m,18-30,ja,ledig,nein,Samstag,12-14 Uhr,> 25 km,1000-<2000,326,10,0,0,0,0,108,0,10,3,0,0,0,0,36,159
w,18-30,nein,Partnerschaft,ja,Samstag,12-14 Uhr,< 10 km,1000-<2000,65,40,25,0,0,0,0,0,0,0,0,0,0,0,0,0
m,18-30,nein,Partnerschaft,nein,Dienstag,10-12 Uhr,< 10 km,1000-<2000,92,12,0,0,0,0,14,0,1,3,10,0,0,0,42,10
w,41-50,nein,ledig,ja,Mittwoch,10-12 Uhr,< 10 km,<1000,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
m,41-50,nein,ledig,nein,Mittwoch,10-12 Uhr,10 - 25 km,<1000,213,6,0,0,0,0,0,0,0,0,0,0,76,0,0,131
w,41-50,ja,ledig,nein,Dienstag,12-14 Uhr,< 10 km,2000-<3200,332,0,0,0,0,0,0,0,0,104,0,0,0,0,84,144
m,>60,nein,Partnerschaft,nein,Montag,10-12 Uhr,> 25 km,1000-<2000,140,13,0,0,14,0,0,0,0,0,0,18,7,81,0,7
w,41-50,nein,Partnerschaft,ja,Donnerstag,12-14 Uhr,10 - 25 km,1000-<2000,64,0,0,8,0,0,0,0,0,0,0,0,0,0,0,56
w,>60,nein,ledig,nein,Montag,>17 Uhr,< 10 km,1000-<2000,117,0,0,9,15,0,4,3,68,0,0,0,18,0,0,0
w,18-30,nein,ledig,ja,Donnerstag,12-14 Uhr,< 10 km,2000-<3200,74,40,10,0,0,24,0,0,0,0,0,0,0,0,0,0
w,>60,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,77,0,0,14,12,0,2,25,0,0,0,0,24,0,0,0
m,31-40,ja,ledig,nein,Donnerstag,12-14 Uhr,< 10 km,1000-<2000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
m,31-40,ja,ledig,nein,Donnerstag,>17 Uhr,< 10 km,1000-<2000,85,14,0,0,0,0,0,0,0,0,0,0,64,0,0,7
m,>60,nein,ledig,nein,Mittwoch,12-14 Uhr,10 - 25 km,3200-<4500,267,11,0,0,16,0,32,0,0,0,48,0,36,120,0,4
w,18-30,nein,Partnerschaft,ja,Donnerstag,10-12 Uhr,> 25 km,1000-<2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w,>60,nein,ledig,nein,Montag,<10 Uhr,< 10 km,>4500,83,0,0,0,20,0,14,15,0,8,0,0,26,0,0,0
w,18-30,ja,ledig,ja,Dienstag,<10 Uhr,10 - 25 km,1000-<2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w,31-40,nein,Partnerschaft,nein,Samstag,12-14 Uhr,< 10 km,2000-<3200,87,0,0,0,0,0,0,12,0,0,0,0,0,75,0,0
m,18-30,nein,ledig,nein,Montag,>17 Uhr,10 - 25 km,1000-<2000,102,4,0,0,0,0,0,72,8,6,0,0,0,0,0,12
w,51-60,ja,ledig,ja,Dienstag,10-12 Uhr,10 - 25 km,>4500,83,24,0,0,6,0,13,23,0,0,0,0,17,0,0,0
w,>60,ja,ledig,nein,Mittwoch,10-12 Uhr,10 - 25 km,1000-<2000,234,0,0,0,33,0,10,22,0,0,0,0,16,0,0,153
w,>60,nein,ledig,nein,Samstag,<10 Uhr,10 - 25 km,2000-<3200,169,0,0,0,9,0,2,4,0,0,0,0,102,40,12,0
w,>60,nein,ledig,ja,Dienstag,<10 Uhr,> 25 km,1000-<2000,300,0,0,0,29,0,145,14,0,80,0,0,32,0,0,0
w,41-50,ja,Partnerschaft,nein,Montag,12-14 Uhr,< 10 km,1000-<2000,40,0,16,0,0,0,0,0,0,0,0,24,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Donnerstag,12-14 Uhr,10 - 25 km,2000-<3200,92,0,0,0,0,0,0,0,0,65,0,0,0,27,0,0
m,41-50,nein,ledig,ja,Samstag,14-17 Uhr,< 10 km,<1000,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,34
w,41-50,nein,Partnerschaft,nein,Donnerstag,10-12 Uhr,10 - 25 km,1000-<2000,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
m,18-30,nein,ledig,ja,Mittwoch,10-12 Uhr,10 - 25 km,<1000,250,1,0,14,14,0,70,0,93,19,0,28,0,0,0,11
w,41-50,ja,ledig,nein,Freitag,12-14 Uhr,< 10 km,<1000,170,0,25,0,0,0,0,0,145,0,0,0,0,0,0,0
w,18-30,nein,Partnerschaft,nein,Donnerstag,>17 Uhr,10 - 25 km,>4500,158,0,0,0,30,0,0,0,0,128,0,0,0,0,0,0
m,51-60,nein,Partnerschaft,nein,Donnerstag,14-17 Uhr,10 - 25 km,<1000,238,5,0,0,0,0,0,0,96,0,0,0,0,0,0,137
w,41-50,nein,Partnerschaft,nein,Samstag,12-14 Uhr,< 10 km,1000-<2000,189,0,0,0,0,0,0,0,145,32,0,0,0,12,0,0
w,51-60,nein,ledig,ja,Dienstag,<10 Uhr,< 10 km,1000-<2000,81,0,0,0,8,0,3,58,0,0,0,0,12,0,0,0
w,>60,ja,Partnerschaft,nein,Montag,<10 Uhr,10 - 25 km,1000-<2000,164,0,0,0,19,64,41,25,0,0,0,0,15,0,0,0
m,18-30,nein,ledig,nein,Montag,>17 Uhr,< 10 km,<1000,142,25,0,0,0,0,16,0,6,18,0,0,0,0,0,77
w,>60,ja,ledig,nein,Montag,<10 Uhr,< 10 km,1000-<2000,182,0,0,0,17,6,112,12,0,0,0,0,35,0,0,0
m,18-30,ja,ledig,nein,Montag,12-14 Uhr,10 - 25 km,1000-<2000,125,9,0,0,0,0,57,36,7,7,0,0,0,0,0,9
w,31-40,ja,Partnerschaft,nein,Montag,12-14 Uhr,> 25 km,2000-<3200,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w,>60,nein,ledig,nein,Freitag,<10 Uhr,< 10 km,3200-<4500,236,0,0,0,26,6,10,96,0,0,0,0,83,0,0,15
m,41-50,nein,ledig,nein,Mittwoch,14-17 Uhr,> 25 km,<1000,292,13,0,0,0,0,0,0,0,0,0,0,162,0,30,87
m,>60,ja,ledig,nein,Samstag,10-12 Uhr,10 - 25 km,<1000,60,6,0,4,4,0,10,0,0,0,0,0,6,0,0,30
w,18-30,ja,ledig,ja,Montag,12-14 Uhr,10 - 25 km,1000-<2000,195,0,20,0,0,20,32,45,0,0,0,0,68,10,0,0
m,18-30,nein,ledig,nein,Samstag,12-14 Uhr,10 - 25 km,2000-<3200,178,34,0,0,0,0,73,0,6,12,0,0,48,0,0,5
m,41-50,nein,Partnerschaft,nein,Mittwoch,<10 Uhr,10 - 25 km,2000-<3200,41,28,0,0,0,0,0,0,0,0,0,0,0,0,0,13
w,18-30,ja,ledig,nein,Montag,<10 Uhr,10 - 25 km,3200-<4500,88,0,0,8,24,50,0,0,0,0,0,6,0,0,0,0
m,18-30,ja,ledig,nein,Montag,14-17 Uhr,> 25 km,>4500,53,14,0,0,0,0,9,0,5,13,0,0,0,0,0,12
m,31-40,nein,Partnerschaft,nein,Montag,12-14 Uhr,10 - 25 km,1000-<2000,261,4,5,0,0,0,0,0,105,0,0,0,0,0,0,147
m,18-30,nein,ledig,nein,Donnerstag,<10 Uhr,> 25 km,1000-<2000,175,12,0,0,42,0,16,0,10,90,0,0,0,0,0,5
w,>60,nein,ledig,ja,Donnerstag,<10 Uhr,< 10 km,>4500,153,0,0,0,8,0,68,26,0,17,16,0,18,0,0,0
m,18-30,ja,Partnerschaft,nein,Samstag,12-14 Uhr,< 10 km,1000-<2000,222,5,0,2,0,0,13,72,11,2,0,0,0,104,0,13
w,>60,nein,ledig,nein,Samstag,<10 Uhr,< 10 km,1000-<2000,138,0,0,0,26,0,13,60,0,0,6,0,33,0,0,0
m,51-60,ja,Partnerschaft,nein,Mittwoch,>17 Uhr,< 10 km,1000-<2000,299,1,0,0,14,0,0,0,0,144,0,0,135,0,0,5
m,18-30,nein,Partnerschaft,nein,Freitag,12-14 Uhr,> 25 km,1000-<2000,371,49,0,0,0,0,12,64,8,111,45,5,0,0,75,2
w,31-40,ja,ledig,ja,Donnerstag,10-12 Uhr,< 10 km,1000-<2000,160,0,0,0,0,0,0,0,0,0,27,0,16,117,0,0
m,18-30,nein,ledig,nein,Freitag,10-12 Uhr,< 10 km,<1000,234,17,0,0,0,0,5,64,19,17,0,0,0,0,0,112
m,18-30,nein,ledig,ja,Dienstag,10-12 Uhr,10 - 25 km,>4500,262,1,0,0,36,40,12,0,90,3,0,0,75,0,0,5
m,51-60,ja,ledig,ja,Dienstag,10-12 Uhr,10 - 25 km,<1000,40,8,0,0,0,0,0,0,0,0,0,0,0,21,0,11
w,41-50,nein,ledig,nein,Mittwoch,14-17 Uhr,10 - 25 km,>4500,175,0,0,0,0,0,0,0,0,0,2,0,87,0,50,36
w,>60,ja,ledig,nein,Montag,<10 Uhr,< 10 km,1000-<2000,136,0,12,0,30,0,37,21,0,0,20,0,16,0,0,0
w,31-40,ja,ledig,nein,Donnerstag,14-17 Uhr,10 - 25 km,3200-<4500,276,0,0,0,12,0,0,35,65,88,0,0,49,27,0,0
m,>60,ja,Partnerschaft,nein,Donnerstag,<10 Uhr,< 10 km,2000-<3200,405,7,0,0,37,0,0,136,0,138,0,0,7,77,0,3
w,>60,nein,ledig,nein,Donnerstag,>17 Uhr,> 25 km,1000-<2000,153,0,0,0,16,0,12,11,0,0,0,18,81,0,15,0
w,18-30,ja,ledig,nein,Mittwoch,12-14 Uhr,< 10 km,3200-<4500,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
w,>60,nein,ledig,nein,Donnerstag,<10 Uhr,< 10 km,<1000,103,0,15,0,19,0,5,26,0,0,0,21,17,0,0,0
m,>60,nein,Partnerschaft,nein,Mittwoch,<10 Uhr,< 10 km,3200-<4500,82,14,3,0,1,0,0,0,0,0,0,0,6,0,48,10
m,18-30,ja,ledig,ja,Samstag,10-12 Uhr,< 10 km,<1000,350,8,0,0,3,0,3,0,315,8,0,0,0,0,0,13
m,>60,nein,Partnerschaft,nein,Donnerstag,14-17 Uhr,< 10 km,1000-<2000,74,1,0,1,27,0,27,0,0,0,0,0,13,0,0,5
m,>60,nein,ledig,nein,Samstag,12-14 Uhr,10 - 25 km,>4500,46,5,0,0,1,0,0,0,0,0,10,0,18,0,0,12
m,18-30,nein,Partnerschaft,nein,Montag,10-12 Uhr,< 10 km,1000-<2000,59,12,0,0,0,0,16,0,7,14,0,0,0,0,0,10
