@relation outputtt-weka.filters.unsupervised.attribute.NumericCleaner-min1.0-min-defaultNaN-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-Rfirst-last-decimals-1

@attribute Geschlecht {w,m}
@attribute Alter {>60,18-30,41-50,31-40,51-60}
@attribute Kinder {nein,ja}
@attribute Familienstand {ledig,Partnerschaft}
@attribute Berufstaetig {nein,ja}
@attribute Einkaufstag {Montag,Samstag,Donnerstag,Mittwoch,Freitag,Dienstag}
@attribute Einkaufsuhrzeit {'<10 Uhr','14-17 Uhr','10-12 Uhr','>17 Uhr','12-14 Uhr'}
@attribute Wohnort {'< 10 km','10 - 25 km','> 25 km'}
@attribute Haushaltsnettoeinkommen {<1000,1000-<2000,3200-<4500,2000-<3200,>4500}
@attribute Einkaufssumme numeric
@attribute Fertiggerichte numeric
@attribute Tiefkuehlware numeric
@attribute Milchprodukte numeric
@attribute Backwaren numeric
@attribute Obst/Gemuese numeric
@attribute Spirituosen numeric
@attribute Tiernahrung numeric
@attribute Bier numeric
@attribute Frischfleisch numeric
@attribute Drogerieartikel numeric
@attribute Konserven numeric
@attribute Kaffee/Tee numeric
@attribute Suessigkeiten numeric
@attribute Wurstwaren numeric
@attribute Schreibwaren numeric

@data
m,18-30,ja,ledig,ja,Mittwoch,'<10 Uhr','< 10 km',1000-<2000,131,9,?,3,1,?,?,?,11,94,?,?,?,?,?,13
m,41-50,nein,ledig,nein,Samstag,'>17 Uhr','< 10 km',>4500,254,28,35,?,?,?,?,?,180,10,?,?,?,?,?,1
m,>60,ja,ledig,nein,Samstag,'10-12 Uhr','< 10 km',>4500,145,16,?,?,37,?,?,?,48,19,?,?,12,?,?,13
m,18-30,nein,Partnerschaft,nein,Samstag,'<10 Uhr','10 - 25 km',2000-<3200,274,?,?,?,?,?,12,?,200,4,?,?,?,54,?,4
w,41-50,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',3200-<4500,277,28,?,9,?,27,?,?,?,?,42,?,?,96,?,75
m,18-30,nein,ledig,ja,Samstag,'<10 Uhr','> 25 km',3200-<4500,189,13,?,?,?,?,1,52,8,88,?,20,?,?,?,7
m,>60,ja,Partnerschaft,nein,Montag,'14-17 Uhr','10 - 25 km',3200-<4500,46,11,?,?,14,?,?,?,?,?,?,?,9,?,?,12
w,18-30,nein,Partnerschaft,ja,Mittwoch,'12-14 Uhr','10 - 25 km',2000-<3200,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
m,18-30,nein,ledig,nein,Samstag,'12-14 Uhr','< 10 km',<1000,170,9,?,?,?,?,9,?,80,4,?,?,36,?,?,32
m,18-30,nein,ledig,ja,Mittwoch,'>17 Uhr','< 10 km',<1000,151,13,42,?,?,?,8,24,1,16,?,?,?,?,42,5
m,>60,ja,ledig,nein,Samstag,'<10 Uhr','10 - 25 km',1000-<2000,531,8,?,?,45,4,?,?,264,?,?,?,92,?,?,118
w,>60,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',1000-<2000,290,?,6,8,10,40,12,19,?,?,?,6,177,?,12,?
m,>60,nein,ledig,nein,Samstag,'10-12 Uhr','< 10 km',<1000,123,13,?,?,49,?,?,30,?,?,?,?,?,24,?,7
m,18-30,nein,ledig,nein,Samstag,'>17 Uhr','10 - 25 km',<1000,323,3,30,?,12,?,14,?,123,21,2,?,?,?,104,14
w,41-50,nein,Partnerschaft,nein,Samstag,'>17 Uhr','> 25 km',1000-<2000,64,?,?,?,64,?,?,?,?,?,?,?,?,?,?,?
m,18-30,ja,ledig,nein,Montag,'>17 Uhr','10 - 25 km',1000-<2000,212,24,?,?,?,?,12,?,14,18,?,?,105,16,?,23
m,18-30,nein,ledig,nein,Samstag,'10-12 Uhr','10 - 25 km',1000-<2000,208,7,?,?,?,?,21,?,8,10,?,48,100,?,?,14
w,>60,nein,ledig,nein,Donnerstag,'10-12 Uhr','< 10 km',1000-<2000,231,?,?,14,57,?,4,21,57,?,?,18,18,42,?,?
m,18-30,nein,ledig,ja,Samstag,'>17 Uhr','< 10 km',<1000,79,1,?,?,?,?,16,?,7,8,?,?,1,40,?,6
m,18-30,ja,ledig,nein,Samstag,'<10 Uhr','10 - 25 km',1000-<2000,233,4,?,?,49,108,6,?,16,6,?,?,?,?,?,44
w,41-50,nein,ledig,nein,Samstag,'>17 Uhr','< 10 km',1000-<2000,152,?,?,10,?,?,?,?,?,?,?,16,?,48,?,78
m,41-50,nein,Partnerschaft,nein,Donnerstag,'<10 Uhr','10 - 25 km',2000-<3200,99,5,30,?,45,?,?,?,?,?,?,7,?,?,?,12
m,18-30,ja,ledig,nein,Samstag,'12-14 Uhr','< 10 km',1000-<2000,319,4,?,?,?,?,35,99,10,164,?,?,?,?,?,7
w,41-50,ja,ledig,nein,Mittwoch,'10-12 Uhr','< 10 km',3200-<4500,45,?,45,?,?,?,?,?,?,?,?,?,?,?,?,?
m,18-30,ja,Partnerschaft,nein,Samstag,'12-14 Uhr','10 - 25 km',<1000,171,29,?,?,?,16,6,?,16,3,?,?,?,?,?,101
m,>60,ja,ledig,ja,Samstag,'10-12 Uhr','< 10 km',>4500,244,2,?,?,2,28,140,54,?,?,?,?,15,?,?,3
m,31-40,ja,ledig,ja,Samstag,'14-17 Uhr','< 10 km',2000-<3200,70,13,?,?,40,?,?,?,?,?,?,12,?,?,?,5
m,>60,nein,ledig,ja,Montag,'<10 Uhr','< 10 km',<1000,346,8,?,?,1,81,?,?,?,?,?,?,89,153,?,14
w,>60,ja,Partnerschaft,nein,Freitag,'<10 Uhr','< 10 km',<1000,186,?,?,?,22,?,12,80,45,?,?,?,27,?,?,?
m,41-50,ja,ledig,nein,Samstag,'>17 Uhr','10 - 25 km',1000-<2000,194,?,?,?,?,35,?,?,60,?,?,?,?,99,?,?
w,41-50,nein,ledig,nein,Samstag,'10-12 Uhr','< 10 km',2000-<3200,86,?,8,?,?,18,?,?,?,60,?,?,?,?,?,?
m,18-30,nein,ledig,nein,Donnerstag,'>17 Uhr','10 - 25 km',2000-<3200,374,10,?,?,?,?,71,120,5,7,?,18,140,?,?,3
w,>60,ja,Partnerschaft,nein,Samstag,'<10 Uhr','10 - 25 km',2000-<3200,623,?,?,?,24,?,8,68,432,?,?,?,91,?,?,?
w,31-40,nein,ledig,nein,Samstag,'>17 Uhr','< 10 km',<1000,217,?,?,?,?,?,?,?,?,162,?,?,49,6,?,?
m,18-30,ja,ledig,nein,Donnerstag,'14-17 Uhr','10 - 25 km',1000-<2000,159,2,?,?,?,10,25,?,51,6,?,?,?,65,?,?
m,>60,ja,ledig,ja,Mittwoch,'10-12 Uhr','< 10 km',<1000,342,19,?,?,9,?,?,?,156,70,?,?,5,81,?,2
w,>60,nein,ledig,nein,Samstag,'10-12 Uhr','< 10 km',1000-<2000,178,42,?,?,19,?,14,7,56,?,?,?,31,?,9,?
m,41-50,nein,ledig,ja,Samstag,'14-17 Uhr','< 10 km',<1000,19,3,?,?,?,?,?,?,?,?,?,?,16,?,?,?
w,>60,nein,ledig,nein,Montag,'<10 Uhr','< 10 km',<1000,65,?,?,?,25,?,2,14,?,?,?,?,24,?,?,?
w,31-40,nein,Partnerschaft,ja,Donnerstag,'14-17 Uhr','10 - 25 km',<1000,382,?,77,?,15,108,?,?,144,?,?,2,?,36,?,?
m,>60,nein,ledig,nein,Montag,'<10 Uhr','> 25 km',<1000,24,4,?,?,7,?,?,?,?,?,?,?,13,?,?,?
m,>60,nein,Partnerschaft,nein,Samstag,'>17 Uhr','> 25 km',1000-<2000,193,30,8,?,4,?,?,?,?,80,?,?,3,63,?,5
w,51-60,nein,Partnerschaft,nein,Donnerstag,'12-14 Uhr','< 10 km',2000-<3200,210,?,10,?,11,?,9,26,?,?,?,4,15,?,?,135
w,18-30,ja,Partnerschaft,ja,Freitag,'>17 Uhr','10 - 25 km',<1000,27,?,18,?,?,?,?,?,?,?,9,?,?,?,?,?
w,31-40,nein,ledig,ja,Samstag,'<10 Uhr','> 25 km',<1000,272,?,?,?,36,?,?,?,?,?,16,30,112,78,?,?
m,18-30,ja,ledig,nein,Samstag,'>17 Uhr','< 10 km',<1000,270,14,36,?,9,?,77,?,64,8,?,?,?,50,?,12
m,41-50,ja,Partnerschaft,nein,Montag,'10-12 Uhr','10 - 25 km',1000-<2000,136,8,?,?,25,30,?,?,70,?,?,?,?,?,?,3
w,>60,nein,ledig,nein,Samstag,'>17 Uhr','10 - 25 km',1000-<2000,463,?,24,?,16,8,12,7,288,?,?,42,10,56,?,?
w,51-60,nein,Partnerschaft,ja,Donnerstag,'10-12 Uhr','> 25 km',2000-<3200,182,35,?,?,1,?,69,10,?,?,?,?,4,?,63,?
w,31-40,ja,Partnerschaft,nein,Samstag,'14-17 Uhr','< 10 km',2000-<3200,27,?,7,12,?,?,?,?,?,?,?,?,?,8,?,?
w,31-40,ja,ledig,ja,Donnerstag,'<10 Uhr','< 10 km',1000-<2000,66,?,?,?,?,?,16,26,?,?,24,?,?,?,?,?
m,41-50,nein,ledig,nein,Samstag,'12-14 Uhr','< 10 km',<1000,410,5,?,?,15,?,?,?,232,56,?,?,90,?,?,12
m,>60,nein,Partnerschaft,nein,Samstag,'14-17 Uhr','10 - 25 km',2000-<3200,240,29,?,12,27,?,?,?,?,27,?,?,9,?,128,8
w,41-50,nein,ledig,ja,Samstag,'14-17 Uhr','< 10 km',2000-<3200,81,?,?,?,18,?,63,?,?,?,?,?,?,?,?,?
w,18-30,nein,ledig,nein,Montag,'12-14 Uhr','10 - 25 km',1000-<2000,264,?,?,?,?,?,?,6,96,?,?,?,22,36,72,32
m,>60,nein,ledig,nein,Mittwoch,'<10 Uhr','10 - 25 km',1000-<2000,131,2,?,36,16,?,?,56,?,?,?,?,10,?,?,11
w,>60,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',1000-<2000,107,?,?,?,19,?,10,15,?,?,?,?,23,40,?,?
m,18-30,ja,ledig,nein,Samstag,'10-12 Uhr','< 10 km',1000-<2000,366,18,6,?,12,?,9,?,271,21,?,24,?,?,?,5
m,18-30,nein,Partnerschaft,nein,Samstag,'10-12 Uhr','< 10 km',<1000,58,?,?,?,?,?,11,?,13,2,?,21,?,?,?,11
w,51-60,nein,ledig,ja,Donnerstag,'<10 Uhr','< 10 km',>4500,212,?,?,?,4,14,10,6,?,?,?,?,45,?,?,133
w,>60,nein,ledig,nein,Freitag,'<10 Uhr','10 - 25 km',1000-<2000,69,10,6,?,7,?,9,3,?,?,?,?,26,?,?,8
m,18-30,nein,ledig,nein,Samstag,'14-17 Uhr','> 25 km',1000-<2000,304,2,?,?,9,?,21,90,11,150,21,?,?,?,?,?
w,18-30,nein,ledig,nein,Samstag,'<10 Uhr','10 - 25 km',2000-<3200,137,20,15,?,?,?,?,10,?,48,?,?,?,?,44,?
m,18-30,nein,ledig,nein,Samstag,'>17 Uhr','< 10 km',1000-<2000,192,?,54,?,?,?,8,?,9,11,?,4,78,27,?,1
w,18-30,ja,ledig,nein,Donnerstag,'<10 Uhr','< 10 km',3200-<4500,125,?,?,?,16,?,?,?,?,25,?,?,?,?,?,84
w,18-30,nein,Partnerschaft,ja,Samstag,'14-17 Uhr','10 - 25 km',<1000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
w,51-60,ja,ledig,ja,Donnerstag,'<10 Uhr','10 - 25 km',2000-<3200,273,?,?,?,19,63,53,22,105,?,?,?,11,?,?,?
w,18-30,ja,ledig,nein,Samstag,'<10 Uhr','< 10 km',1000-<2000,206,?,?,?,?,48,72,?,26,?,?,?,?,?,?,60
w,>60,nein,ledig,nein,Samstag,'>17 Uhr','10 - 25 km',2000-<3200,299,?,45,32,31,90,6,26,?,8,?,30,3,?,28,?
w,>60,nein,ledig,nein,Freitag,'<10 Uhr','> 25 km',<1000,221,?,?,20,12,?,7,19,?,?,?,?,3,20,140,?
m,>60,nein,Partnerschaft,nein,Samstag,'10-12 Uhr','< 10 km',3200-<4500,65,11,?,?,1,?,?,?,?,?,4,?,11,34,?,4
w,18-30,nein,ledig,nein,Montag,'12-14 Uhr','< 10 km',1000-<2000,193,?,?,15,?,?,?,?,38,?,?,?,?,?,72,68
w,18-30,ja,ledig,ja,Donnerstag,'<10 Uhr','< 10 km',<1000,304,?,?,?,?,?,?,7,112,?,?,12,?,56,?,117
m,18-30,ja,ledig,ja,Samstag,'<10 Uhr','> 25 km',1000-<2000,375,6,45,27,54,66,3,?,10,110,?,?,40,?,?,14
m,18-30,nein,ledig,ja,Samstag,'>17 Uhr','> 25 km',3200-<4500,296,2,?,?,30,?,11,?,60,8,?,?,?,48,128,9
w,18-30,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',<1000,18,?,?,?,18,?,?,?,?,?,?,?,?,?,?,?
m,18-30,nein,ledig,ja,Samstag,'>17 Uhr','< 10 km',3200-<4500,53,2,?,?,?,?,3,?,16,18,?,?,?,?,?,14
m,31-40,nein,ledig,ja,Samstag,'>17 Uhr','< 10 km',<1000,148,13,63,?,?,?,?,55,?,?,?,?,?,?,?,17
w,51-60,nein,Partnerschaft,ja,Mittwoch,'>17 Uhr','< 10 km',2000-<3200,134,?,42,?,17,?,1,16,?,?,?,20,2,?,36,?
w,18-30,ja,ledig,nein,Freitag,'14-17 Uhr','< 10 km',1000-<2000,159,?,?,?,?,10,?,14,45,26,?,?,12,?,?,52
w,31-40,nein,ledig,nein,Donnerstag,'>17 Uhr','< 10 km',<1000,18,?,?,?,?,?,18,?,?,?,?,?,?,?,?,?
w,41-50,nein,ledig,nein,Donnerstag,'10-12 Uhr','10 - 25 km',1000-<2000,262,?,36,?,?,20,?,?,?,162,?,5,39,?,?,?
m,31-40,nein,Partnerschaft,nein,Samstag,'14-17 Uhr','10 - 25 km',1000-<2000,103,14,20,?,?,?,?,?,56,?,?,?,?,?,?,13
w,41-50,nein,ledig,ja,Samstag,'14-17 Uhr','< 10 km',2000-<3200,125,?,?,?,?,?,?,?,?,125,?,?,?,?,?,?
w,41-50,ja,ledig,ja,Samstag,'12-14 Uhr','< 10 km',1000-<2000,115,6,?,?,?,?,?,40,69,?,?,?,?,?,?,?
w,>60,ja,Partnerschaft,nein,Freitag,'<10 Uhr','10 - 25 km',1000-<2000,185,?,?,?,3,?,8,59,?,44,?,?,21,?,50,?
w,>60,ja,ledig,ja,Donnerstag,'10-12 Uhr','10 - 25 km',1000-<2000,155,?,36,?,14,?,4,8,?,5,?,8,26,54,?,?
w,41-50,nein,ledig,nein,Montag,'>17 Uhr','10 - 25 km',2000-<3200,378,?,?,?,72,?,?,?,96,?,?,?,?,?,112,98
m,>60,nein,Partnerschaft,nein,Samstag,'<10 Uhr','10 - 25 km',3200-<4500,88,9,?,?,14,56,?,?,?,?,?,?,8,?,?,1
w,31-40,nein,ledig,nein,Donnerstag,'14-17 Uhr','< 10 km',1000-<2000,64,?,?,?,21,?,16,?,?,?,?,9,?,18,?,?
w,31-40,ja,ledig,ja,Donnerstag,'14-17 Uhr','> 25 km',1000-<2000,130,?,?,8,?,?,?,63,?,?,?,1,?,?,54,4
w,>60,ja,ledig,nein,Samstag,'<10 Uhr','< 10 km',<1000,423,?,?,?,18,?,115,2,36,35,48,?,90,16,63,?
w,>60,nein,ledig,nein,Dienstag,'>17 Uhr','< 10 km',1000-<2000,170,5,72,?,21,?,22,22,?,?,?,?,28,?,?,?
m,18-30,nein,ledig,ja,Samstag,'14-17 Uhr','10 - 25 km',2000-<3200,275,13,?,?,?,?,13,?,151,15,?,?,?,72,?,11
w,41-50,nein,ledig,ja,Donnerstag,'>17 Uhr','< 10 km',2000-<3200,90,?,?,?,36,?,?,?,54,?,?,?,?,?,?,?
w,>60,nein,ledig,nein,Samstag,'10-12 Uhr','10 - 25 km',>4500,225,?,?,?,30,63,2,74,36,?,?,?,20,?,?,?
w,41-50,nein,Partnerschaft,nein,Samstag,'12-14 Uhr','< 10 km',1000-<2000,126,81,?,?,?,?,?,45,?,?,?,?,?,?,?,?
m,41-50,ja,ledig,nein,Samstag,'<10 Uhr','< 10 km',2000-<3200,121,7,4,6,?,?,?,?,?,?,?,?,?,?,?,104
w,51-60,nein,ledig,nein,Donnerstag,'<10 Uhr','< 10 km',<1000,186,?,?,?,17,?,8,30,?,?,?,20,16,32,?,63
w,41-50,nein,ledig,ja,Samstag,'>17 Uhr','10 - 25 km',3200-<4500,84,?,?,?,?,32,49,?,?,?,?,?,?,3,?,?
m,>60,nein,ledig,nein,Montag,'10-12 Uhr','10 - 25 km',<1000,242,1,?,?,?,6,?,?,?,217,?,?,7,?,?,11
w,18-30,nein,ledig,nein,Samstag,'14-17 Uhr','< 10 km',1000-<2000,342,36,?,?,63,?,?,?,?,216,18,9,?,?,?,?
m,>60,ja,ledig,nein,Samstag,'10-12 Uhr','10 - 25 km',<1000,277,72,?,?,11,?,?,88,?,26,?,?,12,60,?,8
w,51-60,ja,ledig,ja,Samstag,'<10 Uhr','< 10 km',<1000,37,?,?,3,10,?,2,3,?,?,?,9,10,?,?,?
m,18-30,nein,Partnerschaft,ja,Samstag,'<10 Uhr','< 10 km',<1000,78,12,?,?,?,?,15,?,6,2,?,?,9,21,?,13
m,18-30,nein,ledig,ja,Samstag,'>17 Uhr','< 10 km',<1000,248,13,?,?,24,?,15,?,114,70,?,?,?,?,?,12
w,31-40,nein,ledig,nein,Samstag,'14-17 Uhr','10 - 25 km',>4500,60,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?
w,>60,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',1000-<2000,82,?,14,?,16,?,3,11,?,?,?,12,26,?,?,?
m,18-30,nein,ledig,ja,Samstag,'12-14 Uhr','< 10 km',3200-<4500,38,4,?,?,?,?,14,?,4,3,?,?,?,?,?,13
w,18-30,ja,ledig,nein,Dienstag,'<10 Uhr','> 25 km',<1000,28,?,?,?,28,?,?,?,?,?,?,?,?,?,?,?
w,18-30,nein,Partnerschaft,ja,Samstag,'10-12 Uhr','< 10 km',1000-<2000,99,?,9,?,24,?,?,24,30,?,?,?,12,?,?,?
w,18-30,nein,Partnerschaft,ja,Donnerstag,'14-17 Uhr','< 10 km',2000-<3200,170,?,?,?,?,?,?,12,?,70,?,?,?,88,?,?
m,18-30,nein,ledig,ja,Montag,'<10 Uhr','< 10 km',1000-<2000,194,2,?,?,?,?,13,72,11,21,?,?,70,?,?,5
m,18-30,nein,Partnerschaft,ja,Samstag,'14-17 Uhr','10 - 25 km',3200-<4500,337,14,?,?,?,?,1,?,179,21,?,?,?,117,?,5
m,18-30,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',>4500,349,9,72,24,21,?,18,54,12,71,?,?,63,?,?,5
w,41-50,nein,ledig,nein,Samstag,'12-14 Uhr','10 - 25 km',1000-<2000,51,?,?,?,9,?,?,?,?,?,?,?,?,42,?,?
w,31-40,nein,ledig,ja,Montag,'14-17 Uhr','10 - 25 km',1000-<2000,216,?,24,?,30,?,?,?,138,?,?,?,?,24,?,?
m,>60,ja,ledig,nein,Samstag,'<10 Uhr','< 10 km',1000-<2000,281,13,42,?,?,?,?,?,80,81,?,?,4,52,?,9
w,51-60,nein,ledig,nein,Donnerstag,'>17 Uhr','< 10 km',<1000,155,?,?,?,19,?,3,54,?,?,15,?,10,54,?,?
w,51-60,nein,Partnerschaft,nein,Samstag,'<10 Uhr','< 10 km',3200-<4500,79,?,18,12,13,?,1,9,?,?,?,?,16,?,?,10
w,>60,ja,ledig,nein,Donnerstag,'10-12 Uhr','> 25 km',<1000,181,35,?,?,14,?,?,29,?,?,?,?,16,65,22,?
m,18-30,nein,ledig,nein,Montag,'12-14 Uhr','10 - 25 km',<1000,126,57,15,?,?,?,16,21,6,7,?,?,?,?,?,4
m,18-30,ja,ledig,ja,Montag,'10-12 Uhr','> 25 km',1000-<2000,141,6,?,?,28,?,17,?,52,?,6,?,?,32,?,?
w,31-40,ja,ledig,ja,Donnerstag,'<10 Uhr','< 10 km',1000-<2000,119,?,?,?,?,?,?,?,?,?,3,36,?,?,80,?
w,41-50,ja,ledig,ja,Freitag,'>17 Uhr','10 - 25 km',<1000,69,?,?,24,?,?,?,14,?,19,12,?,?,?,?,?
m,18-30,nein,ledig,nein,Samstag,'>17 Uhr','< 10 km',1000-<2000,567,2,?,?,?,?,21,?,211,30,14,?,45,48,189,7
m,18-30,nein,ledig,nein,Samstag,'>17 Uhr','10 - 25 km',2000-<3200,346,27,21,45,?,18,15,?,12,74,?,?,?,16,114,4
m,18-30,nein,ledig,nein,Dienstag,'12-14 Uhr','< 10 km',1000-<2000,224,36,?,?,35,?,5,?,76,19,?,?,21,?,24,8
m,>60,ja,ledig,nein,Samstag,'<10 Uhr','> 25 km',<1000,492,7,60,?,4,?,?,?,175,?,20,?,55,70,?,101
w,41-50,nein,ledig,ja,Montag,'<10 Uhr','< 10 km',<1000,9,5,?,?,?,?,?,4,?,?,?,?,?,?,?,?
m,18-30,nein,ledig,ja,Samstag,'14-17 Uhr','< 10 km',1000-<2000,63,4,?,?,10,18,11,?,16,?,?,?,?,?,?,4
m,>60,nein,ledig,nein,Freitag,'<10 Uhr','< 10 km',<1000,213,32,?,?,30,?,90,?,?,?,?,?,48,?,?,13
w,18-30,nein,ledig,nein,Freitag,'>17 Uhr','10 - 25 km',<1000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
w,41-50,nein,ledig,ja,Samstag,'>17 Uhr','10 - 25 km',3200-<4500,303,?,?,?,27,?,?,36,?,60,?,12,32,9,85,42
m,18-30,nein,ledig,nein,Samstag,'12-14 Uhr','> 25 km',3200-<4500,493,8,?,4,2,?,14,49,303,107,?,?,?,?,?,6
m,31-40,ja,ledig,nein,Freitag,'12-14 Uhr','10 - 25 km',1000-<2000,390,2,4,?,5,?,24,72,248,28,?,?,?,?,?,7
m,18-30,nein,ledig,ja,Donnerstag,'10-12 Uhr','10 - 25 km',1000-<2000,115,9,?,?,14,?,10,50,16,7,?,?,?,?,?,9
m,18-30,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',1000-<2000,134,12,?,3,?,?,14,81,3,10,?,?,?,?,?,11
m,>60,nein,Partnerschaft,ja,Samstag,'10-12 Uhr','10 - 25 km',<1000,182,14,90,?,15,49,?,?,?,?,?,?,1,?,?,13
w,18-30,nein,Partnerschaft,nein,Samstag,'14-17 Uhr','< 10 km',3200-<4500,107,?,8,?,?,?,?,9,?,90,?,?,?,?,?,?
w,41-50,ja,ledig,nein,Montag,'14-17 Uhr','< 10 km',<1000,118,?,?,?,?,?,?,?,72,?,?,1,?,?,?,45
m,>60,nein,ledig,ja,Samstag,'10-12 Uhr','10 - 25 km',1000-<2000,54,16,?,?,1,?,?,12,?,?,?,?,14,?,?,11
w,18-30,ja,ledig,ja,Samstag,'14-17 Uhr','< 10 km',>4500,205,42,9,?,72,?,?,?,16,66,?,?,?,?,?,?
w,41-50,nein,Partnerschaft,nein,Donnerstag,'>17 Uhr','< 10 km',1000-<2000,94,?,?,?,9,?,?,?,?,85,?,?,?,?,?,?
w,>60,ja,ledig,nein,Samstag,'10-12 Uhr','< 10 km',<1000,69,?,?,?,17,?,3,22,?,?,?,8,19,?,?,?
w,>60,ja,Partnerschaft,nein,Samstag,'10-12 Uhr','< 10 km',<1000,309,?,?,?,30,?,10,22,?,203,16,?,28,?,?,?
m,51-60,nein,Partnerschaft,ja,Mittwoch,'10-12 Uhr','< 10 km',2000-<3200,290,20,?,21,?,88,42,99,?,?,?,8,?,?,?,12
w,41-50,nein,ledig,nein,Donnerstag,'14-17 Uhr','< 10 km',<1000,268,?,?,?,16,96,?,?,156,?,?,?,?,?,?,?
m,>60,nein,ledig,nein,Freitag,'<10 Uhr','< 10 km',1000-<2000,274,3,?,?,14,6,?,?,216,?,?,?,10,15,?,10
w,>60,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',3200-<4500,193,?,?,?,5,?,6,3,144,?,?,?,35,?,?,?
m,31-40,nein,Partnerschaft,nein,Samstag,'>17 Uhr','> 25 km',2000-<3200,72,12,?,?,?,?,?,?,?,55,?,?,?,?,?,5
w,>60,nein,Partnerschaft,nein,Samstag,'<10 Uhr','> 25 km',2000-<3200,266,35,?,?,22,8,11,16,?,56,12,?,106,?,?,?
m,41-50,nein,ledig,ja,Samstag,'<10 Uhr','10 - 25 km',1000-<2000,175,3,?,15,?,?,?,?,?,?,?,?,?,?,128,29
m,>60,nein,ledig,nein,Samstag,'12-14 Uhr','> 25 km',3200-<4500,84,5,?,?,2,28,?,?,?,33,?,?,8,?,?,8
w,18-30,ja,ledig,nein,Samstag,'10-12 Uhr','< 10 km',<1000,156,54,?,?,?,12,?,?,72,?,?,?,?,18,?,?
w,18-30,nein,Partnerschaft,nein,Donnerstag,'14-17 Uhr','< 10 km',<1000,185,?,?,?,?,?,?,?,?,136,?,?,?,49,?,?
w,18-30,nein,ledig,nein,Samstag,'<10 Uhr','< 10 km',1000-<2000,356,?,?,?,?,?,70,?,155,13,?,?,?,14,104,?
m,31-40,nein,ledig,nein,Samstag,'>17 Uhr','< 10 km',1000-<2000,196,2,?,?,20,?,?,?,?,22,?,?,77,?,?,75
w,41-50,ja,ledig,nein,Freitag,'>17 Uhr','10 - 25 km',3200-<4500,164,?,?,?,?,?,?,?,66,?,?,?,?,70,28,?
w,31-40,nein,ledig,nein,Montag,'12-14 Uhr','< 10 km',1000-<2000,166,32,8,?,?,?,72,30,?,?,?,?,?,24,?,?
m,18-30,ja,ledig,nein,Samstag,'12-14 Uhr','10 - 25 km',1000-<2000,520,5,42,?,?,64,9,3,204,172,?,3,?,?,?,18
w,18-30,ja,ledig,nein,Samstag,'>17 Uhr','< 10 km',2000-<3200,244,?,?,45,12,20,?,?,?,?,?,?,112,55,?,?
w,18-30,nein,ledig,nein,Freitag,'>17 Uhr','10 - 25 km',2000-<3200,166,?,?,?,28,?,?,40,?,?,42,?,?,?,56,?
m,18-30,nein,Partnerschaft,nein,Dienstag,'14-17 Uhr','< 10 km',2000-<3200,94,12,?,?,?,?,14,?,9,38,?,?,?,?,7,14
m,18-30,ja,ledig,ja,Freitag,'14-17 Uhr','< 10 km',3200-<4500,254,7,45,16,?,18,16,42,18,13,?,?,?,5,72,2
w,51-60,nein,Partnerschaft,nein,Samstag,'12-14 Uhr','< 10 km',1000-<2000,143,?,?,?,3,?,8,7,?,?,?,32,72,21,?,?
m,41-50,nein,Partnerschaft,nein,Donnerstag,'>17 Uhr','< 10 km',<1000,13,7,?,?,?,?,?,?,?,?,?,?,?,?,?,6
w,31-40,nein,ledig,nein,Montag,'<10 Uhr','< 10 km',3200-<4500,262,?,?,?,?,?,?,112,117,26,?,?,?,?,?,7
m,>60,nein,Partnerschaft,nein,Donnerstag,'10-12 Uhr','10 - 25 km',<1000,181,9,?,?,6,?,?,?,150,?,?,?,7,?,?,9
w,18-30,nein,ledig,ja,Donnerstag,'10-12 Uhr','< 10 km',1000-<2000,515,28,27,20,?,12,?,?,360,?,7,?,?,28,33,?
w,18-30,ja,Partnerschaft,nein,Freitag,'14-17 Uhr','< 10 km',>4500,25,?,?,?,?,25,?,?,?,?,?,?,?,?,?,?
w,>60,nein,ledig,nein,Freitag,'<10 Uhr','10 - 25 km',1000-<2000,293,45,?,15,22,?,163,12,?,?,?,?,30,6,?,?
w,>60,nein,ledig,ja,Samstag,'10-12 Uhr','< 10 km',2000-<3200,245,?,?,14,16,?,1,110,45,?,?,?,11,?,40,8
w,>60,ja,Partnerschaft,nein,Montag,'<10 Uhr','> 25 km',>4500,393,?,?,?,17,?,7,48,108,130,?,16,56,?,11,?
w,18-30,ja,Partnerschaft,nein,Samstag,'10-12 Uhr','10 - 25 km',<1000,209,?,?,?,36,12,?,?,?,112,?,6,?,30,?,13
